Symbol,UnderlyingSymbol,TradeDate,Quantity,TradePrice
SOXL  230526P00016500,SOXL,20230524,1,1.03
SOXL  230526P00017000,SOXL,20230518,4,0.81
SOXL  230526P00017000,SOXL,20230518,1,0.82
SOXL  230526P00017000,SOXL,20230518,1,0.75
SOXL  230526P00017000,SOXL,20230518,1,0.75
SOXL  230526P00017000,SOXL,20230524,-1,1.16
SOXL  230526P00017000,SOXL,20230524,-1,1.19
SOXL  230526P00017000,SOXL,20230524,-1,1.19
SOXL  230526P00017000,SOXL,20230524,-1,1.19
SOXL  230526P00017000,SOXL,20230524,-1,1.45
SOXL  230526P00017000,SOXL,20230526,-2,0
SOXL  230526P00017500,SOXL,20230518,1,0.89
SOXL  230526P00017500,SOXL,20230518,1,0.82
SOXL  230526P00017500,SOXL,20230518,1,0.82
SOXL  230526P00017500,SOXL,20230518,1,0.82
SOXL  230526P00017500,SOXL,20230518,3,0.82
SOXL  230526P00017500,SOXL,20230519,-1,0.95
SOXL  230526P00017500,SOXL,20230524,-1,1.83
SOXL  230526P00017500,SOXL,20230524,-1,1.79
SOXL  230526P00017500,SOXL,20230524,-1,1.79
SOXL  230526P00017500,SOXL,20230524,-1,2
SOXL  230526P00017500,SOXL,20230526,-2,0
SOXL  230602P00009000,SOXL,20230504,5,0.18
SOXL  230602P00009000,SOXL,20230602,-5,0
SOXL  230602P00013000,SOXL,20230504,1,1.11
SOXL  230602P00013000,SOXL,20230516,-1,0.22
SOXL  230602P00014000,SOXL,20230505,1,1.15
SOXL  230602P00014000,SOXL,20230516,-1,0.43
SOXL  230602P00014000,SOXL,20230524,1,0.3
SOXL  230602P00014000,SOXL,20230524,1,0.34
SOXL  230602P00014000,SOXL,20230602,-2,0
SOXL  230602P00015000,SOXL,20230516,1,0.76
SOXL  230602P00015000,SOXL,20230516,1,0.76
SOXL  230602P00015000,SOXL,20230516,-1,0.67
SOXL  230602P00015000,SOXL,20230516,-1,0.67
SOXL  230602P00015500,SOXL,20230516,1,0.9
SOXL  230602P00015500,SOXL,20230516,1,0.9
SOXL  230602P00015500,SOXL,20230517,-1,0.71
SOXL  230602P00015500,SOXL,20230517,-1,0.71
SOXL  230602P00016000,SOXL,20230517,1,0.94
SOXL  230602P00016000,SOXL,20230517,1,0.94
SOXL  230602P00016000,SOXL,20230518,-1,0.57
SOXL  230602P00016000,SOXL,20230518,-1,0.57
SOXL  230602P00017000,SOXL,20230518,-1,0.7
SOXL  230602P00017000,SOXL,20230525,1,0.61
SOXL  230602P00018000,SOXL,20230518,1,1.18
SOXL  230602P00018000,SOXL,20230525,-1,1.02
SOXL  230602P00018000,SOXL,20230525,-1,1.01
SOXL  230602P00018000,SOXL,20230525,1,0.58
SOXL  230602P00021000,SOXL,20230526,-1,0.97
SOXL  230602P00021000,SOXL,20230526,1,0.9
SOXL  230609P00012500,SOXL,20230511,1,0.65
SOXL  230609P00012500,SOXL,20230515,-1,0.3
SOXL  230609P00013500,SOXL,20230512,1,0.94
SOXL  230609P00013500,SOXL,20230515,-1,0.5
SOXL  230609P00015000,SOXL,20230515,1,1.05
SOXL  230609P00015000,SOXL,20230515,1,1.04
SOXL  230609P00015000,SOXL,20230516,-1,0.86
SOXL  230609P00015000,SOXL,20230516,-1,0.86
SOXL  230609P00015500,SOXL,20230516,1,1.1
SOXL  230609P00015500,SOXL,20230516,1,1.09
SOXL  230609P00015500,SOXL,20230517,-2,0.9
SOXL  230609P00016000,SOXL,20230517,1,1.12
SOXL  230609P00016000,SOXL,20230517,1,1.12
SOXL  230609P00016000,SOXL,20230519,-1,0.65
SOXL  230609P00016000,SOXL,20230609,-1,0
SOXL  230609P00018000,SOXL,20230519,1,1.49
SOXL  230609P00018000,SOXL,20230524,-1,2.21
SOXL  230609P00021000,SOXL,20230605,-1,0.67
SOXL  230609P00021000,SOXL,20230606,1,0.25
SOXL  230616C00023500,SOXL,20230526,1,1.24
SOXL  230616C00023500,SOXL,20230526,-1,1.37
SOXL  230616P00022000,SOXL,20230607,-1,0.93
SOXL  230616P00022000,SOXL,20230613,1,0.14
SOXL  230616P00025000,SOXL,20230614,-1,0.45
SOXL  230616P00025000,SOXL,20230614,1,0.22
SOXL  230616P00025000,SOXL,20230615,-1,0.13
SOXL  230616P00025000,SOXL,20230616,1,0.05
SOXL  230616P00027000,SOXL,20230615,-1,1.11
SOXL  230616P00027000,SOXL,20230615,1,1.15
SOXL  230623P00025000,SOXL,20230616,-1,0.89
SOXL  230707P00020000,SOXL,20230612,-1,0.68
SOXL  230707P00020000,SOXL,20230613,-1,0.42
SOXL  230707P00020000,SOXL,20230613,-1,0.33
SOXL  230707P00020000,SOXL,20230614,1,0.31
SOXL  230707P00021000,SOXL,20230613,-1,0.49
SOXL  230707P00022000,SOXL,20230607,1,1.71
SOXL  230707P00023000,SOXL,20230612,1,1.74
SOXL  230707P00024000,SOXL,20230613,1,1.56
SOXL  230707P00025000,SOXL,20230613,1,1.63
SOXL  230707P00026000,SOXL,20230613,1,2.34
SOXL  230707P00026000,SOXL,20230613,-1,2.53
SOXL  230714P00021000,SOXL,20230614,-1,0.66
SOXL  230714P00021500,SOXL,20230614,-1,0.65
SOXL  230714P00021500,SOXL,20230615,-1,0.63
SOXL  230714P00025500,SOXL,20230614,1,2.16
SOXL  230714P00026000,SOXL,20230614,1,2.13
SOXL  230714P00026000,SOXL,20230615,-1,2.54
SOXL  230714P00026000,SOXL,20230615,1,2.11
SOXL  230714P00026000,SOXL,20230616,-1,2.52
SOXL  230818C00014000,SOXL,20230307,1,3.95
SOXL  230818C00014000,SOXL,20230322,-1,5.95
SOXL  230818C00015000,SOXL,20230307,-1,3.48
SOXL  230818C00015000,SOXL,20230322,1,5.42
SOXL  230818C00025000,SOXL,20230321,1,1.37
SOXL  230818C00025000,SOXL,20230321,2,1.37
SOXL  230818C00025000,SOXL,20230321,-1,1.36
SOXL  230818C00025000,SOXL,20230321,-1,1.36
SOXL  230818C00025000,SOXL,20230321,-1,1.36
SOXL  230818P00014000,SOXL,20230307,-1,3.02
SOXL  230818P00014000,SOXL,20230323,1,2.31
SOXL  230818P00015000,SOXL,20230307,1,3.56
SOXL  230818P00015000,SOXL,20230308,-2,3.3
SOXL  230818P00015000,SOXL,20230613,1,0.44
SOXL  230818P00016000,SOXL,20230308,2,3.92
SOXL  230818P00016000,SOXL,20230427,-1,4.31
SOXL  231117C00018000,SOXL,20230403,1,4.83
SOXL  231117C00018000,SOXL,20230525,-1,4.74
SOXL  231117C00023000,SOXL,20230403,-1,3.08
SOXL  231117C00023000,SOXL,20230427,1,0.81
SOXL  240119C00013000,SOXL,20230313,1,5.09
SOXL  240119C00013000,SOXL,20230313,1,5.61
SOXL  240119C00013000,SOXL,20230313,1,4.99
SOXL  240119C00013000,SOXL,20230313,1,5.15
SOXL  240119C00013000,SOXL,20230313,1,5.17
SOXL  240119C00013000,SOXL,20230313,1,5.17
SOXL  240119C00013000,SOXL,20230315,1,5.23
SOXL  240119C00013000,SOXL,20230315,1,5.25
SOXL  240119C00013000,SOXL,20230315,1,5.23
SOXL  240119C00013000,SOXL,20230317,1,6.79
SOXL  240119C00013000,SOXL,20230321,1,6.67
SOXL  240119C00013000,SOXL,20230324,1,6.8
SOXL  240119C00014000,SOXL,20230202,1,7.31
SOXL  240119C00014000,SOXL,20230202,1,7.31
SOXL  240119C00014000,SOXL,20230301,1,5.22
SOXL  240119C00014000,SOXL,20230302,1,4.65
SOXL  240119C00014000,SOXL,20230302,-1,5.6
SOXL  240119C00014000,SOXL,20230303,-1,5.6
SOXL  240119C00014000,SOXL,20230313,-1,3.78
SOXL  240119C00014000,SOXL,20230313,-1,3.26
SOXL  240119C00014000,SOXL,20230313,-1,3.89
SOXL  240119C00014000,SOXL,20230313,-1,4.68
SOXL  240119C00014000,SOXL,20230313,-1,4.74
SOXL  240119C00014000,SOXL,20230313,-1,4.74
SOXL  240119C00014000,SOXL,20230315,-1,4.8
SOXL  240119C00014000,SOXL,20230315,-1,4.8
SOXL  240119C00014000,SOXL,20230315,-1,4.8
SOXL  240119C00014000,SOXL,20230317,-1,6.3
SOXL  240119C00014000,SOXL,20230321,-1,6.17
SOXL  240119C00014000,SOXL,20230324,-1,6.3
SOXL  240119C00014000,SOXL,20230425,1,4.11
SOXL  240119C00015000,SOXL,20230301,-1,4.83
SOXL  240119C00015000,SOXL,20230302,-1,4.25
SOXL  240119C00015000,SOXL,20230314,2,5.15
SOXL  240119C00015000,SOXL,20230412,1,4.8
SOXL  240119C00016000,SOXL,20230306,1,5.1
SOXL  240119C00016000,SOXL,20230321,-1,5.53
SOXL  240119C00016000,SOXL,20230321,-1,5.85
SOXL  240119C00016000,SOXL,20230323,1,6.38
SOXL  240119C00016000,SOXL,20230328,1,4.6
SOXL  240119C00016000,SOXL,20230329,-1,5.65
SOXL  240119C00016000,SOXL,20230405,1,4.92
SOXL  240119C00017000,SOXL,20230203,1,5.45
SOXL  240119C00017000,SOXL,20230306,-1,4.7
SOXL  240119C00017000,SOXL,20230321,1,5.16
SOXL  240119C00017000,SOXL,20230321,1,5.16
SOXL  240119C00017000,SOXL,20230518,-1,4.71
SOXL  240119C00017000,SOXL,20230518,-1,4.71
SOXL  240119C00018000,SOXL,20230202,2,5.65
SOXL  240119C00018000,SOXL,20230202,5,5.65
SOXL  240119C00018000,SOXL,20230202,1,5.59
SOXL  240119C00018000,SOXL,20230202,1,5.8
SOXL  240119C00018000,SOXL,20230209,1,5.06
SOXL  240119C00018000,SOXL,20230210,1,4.41
SOXL  240119C00018000,SOXL,20230214,-1,5.33
SOXL  240119C00018000,SOXL,20230314,1,4.17
SOXL  240119C00018000,SOXL,20230330,-1,5.56
SOXL  240119C00018000,SOXL,20230403,1,5
SOXL  240119C00018000,SOXL,20230522,-1,4.2
SOXL  240119C00018000,SOXL,20230525,-2,4.81
SOXL  240119C00018000,SOXL,20230525,-1,4.81
SOXL  240119C00018000,SOXL,20230525,-1,4.81
SOXL  240119C00018000,SOXL,20230525,-1,4.81
SOXL  240119C00018000,SOXL,20230525,-1,4.74
SOXL  240119C00019000,SOXL,20230130,-1,3.02
SOXL  240119C00019000,SOXL,20230202,1,5.21
SOXL  240119C00019000,SOXL,20230321,-1,4.43
SOXL  240119C00019000,SOXL,20230321,-1,4.43
SOXL  240119C00019000,SOXL,20230405,1,3.68
SOXL  240119C00019000,SOXL,20230421,1,2.86
SOXL  240119C00020000,SOXL,20230130,-1,2.7
SOXL  240119C00020000,SOXL,20230201,-1,3.39
SOXL  240119C00020000,SOXL,20230201,-1,4.22
SOXL  240119C00020000,SOXL,20230202,-2,4.69
SOXL  240119C00020000,SOXL,20230202,-1,4.73
SOXL  240119C00020000,SOXL,20230202,-1,4.71
SOXL  240119C00020000,SOXL,20230202,-1,4.71
SOXL  240119C00020000,SOXL,20230202,-1,4.78
SOXL  240119C00020000,SOXL,20230217,1,3.7
SOXL  240119C00020000,SOXL,20230221,1,3.2
SOXL  240119C00020000,SOXL,20230310,-2,3
SOXL  240119C00020000,SOXL,20230321,1,3.95
SOXL  240119C00020000,SOXL,20230328,1,3.4
SOXL  240119C00020000,SOXL,20230330,-1,4.8
SOXL  240119C00020000,SOXL,20230405,1,3.9
SOXL  240119C00020000,SOXL,20230417,1,2.93
SOXL  240119C00020000,SOXL,20230517,1,2.78
SOXL  240119C00020000,SOXL,20230523,1,3.33
SOXL  240119C00021000,SOXL,20230301,-1,2.98
SOXL  240119C00021000,SOXL,20230314,1,3.1
SOXL  240119C00021000,SOXL,20230323,1,4.42
SOXL  240119C00022000,SOXL,20230323,-1,4.1
SOXL  240119C00022000,SOXL,20230324,1,3.76
SOXL  240119C00023000,SOXL,20230321,1,3.3
SOXL  240119C00023000,SOXL,20230321,1,3.3
SOXL  240119C00023000,SOXL,20230328,-1,2.57
SOXL  240119C00023000,SOXL,20230525,-1,3.92
SOXL  240119C00024000,SOXL,20230203,-1,3.19
SOXL  240119C00024000,SOXL,20230321,1,3.25
SOXL  240119C00024000,SOXL,20230330,1,3.59
SOXL  240119C00024000,SOXL,20230330,1,3.59
SOXL  240119C00024000,SOXL,20230330,1,3.61
SOXL  240119C00024000,SOXL,20230403,1,3.59
SOXL  240119C00024000,SOXL,20230525,-1,3.4
SOXL  240119C00024000,SOXL,20230607,-1,5.1
SOXL  240119C00025000,SOXL,20230202,-1,3.5
SOXL  240119C00025000,SOXL,20230310,-1,2.03
SOXL  240119C00025000,SOXL,20230310,-1,2
SOXL  240119C00025000,SOXL,20230314,1,2.33
SOXL  240119C00025000,SOXL,20230314,-1,2.37
SOXL  240119C00025000,SOXL,20230321,-1,2.83
SOXL  240119C00025000,SOXL,20230321,-1,2.83
SOXL  240119C00025000,SOXL,20230412,2,2
SOXL  240119C00025000,SOXL,20230414,1,1.96
SOXL  240119C00025000,SOXL,20230419,1,1.76
SOXL  240119C00025000,SOXL,20230421,1,1.5
SOXL  240119C00025000,SOXL,20230526,1,5.35
SOXL  240119P00001000,SOXL,20230217,2,0.05
SOXL  240119P00001000,SOXL,20230217,8,0.05
SOXL  240119P00001000,SOXL,20230217,2,0.05
SOXL  240119P00001000,SOXL,20230217,4,0.05
SOXL  240119P00001000,SOXL,20230217,2,0.05
SOXL  240119P00001000,SOXL,20230217,2,0.05
SOXL  240119P00001000,SOXL,20230224,20,0.04
SOXL  240119P00009000,SOXL,20230314,-1,1.79
SOXL  240119P00009000,SOXL,20230315,-1,2.04
SOXL  240119P00009000,SOXL,20230315,-1,2.03
SOXL  240119P00009000,SOXL,20230315,-1,2.03
SOXL  240119P00009000,SOXL,20230315,-1,1.99
SOXL  240119P00009000,SOXL,20230322,-1,1.57
SOXL  240119P00009000,SOXL,20230323,1,1.6
SOXL  240119P00009000,SOXL,20230323,1,1.55
SOXL  240119P00009000,SOXL,20230330,1,1.37
SOXL  240119P00009000,SOXL,20230518,1,1.05
SOXL  240119P00010000,SOXL,20230123,-5,2.19
SOXL  240119P00010000,SOXL,20230127,-1,2.12
SOXL  240119P00010000,SOXL,20230127,-1,2.12
SOXL  240119P00010000,SOXL,20230214,1,1.96
SOXL  240119P00010000,SOXL,20230315,-1,2.49
SOXL  240119P00010000,SOXL,20230316,1,2.25
SOXL  240119P00010000,SOXL,20230316,1,2.15
SOXL  240119P00010000,SOXL,20230316,1,2.08
SOXL  240119P00010000,SOXL,20230316,1,2
SOXL  240119P00010000,SOXL,20230321,1,1.98
SOXL  240119P00010000,SOXL,20230322,1,1.85
SOXL  240119P00010000,SOXL,20230323,1,1.8
SOXL  240119P00011000,SOXL,20230313,1,2.89
SOXL  240119P00011000,SOXL,20230314,1,2.64
SOXL  240119P00011000,SOXL,20230314,-1,2.49
SOXL  240119P00011000,SOXL,20230322,1,2.15
SOXL  240119P00012000,SOXL,20230315,-1,3.32
SOXL  240119P00012000,SOXL,20230515,1,2.39
SOXL  240119P00013000,SOXL,20230314,1,3.49
SOXL  240119P00013000,SOXL,20230314,1,3.62
SOXL  240119P00013000,SOXL,20230315,1,4.01
SOXL  240119P00013000,SOXL,20230315,1,3.98
SOXL  240119P00013000,SOXL,20230315,1,4.03
SOXL  240119P00013000,SOXL,20230315,1,3.84
SOXL  240119P00013000,SOXL,20230322,1,3.07
SOXL  240119P00013000,SOXL,20230427,-1,3.63
SOXL  240119P00013000,SOXL,20230504,-1,3.43
SOXL  240119P00013000,SOXL,20230504,-1,3.45
SOXL  240119P00013000,SOXL,20230518,-1,2.29
SOXL  240119P00014000,SOXL,20230315,1,4.42
SOXL  240119P00014000,SOXL,20230515,-1,3.29
SOXL  240119P00016000,SOXL,20230309,-2,4.65
SOXL  240119P00016000,SOXL,20230309,-1,4.65
SOXL  240119P00016000,SOXL,20230314,1,5.11
SOXL  240119P00016000,SOXL,20230410,1,4.6
SOXL  240119P00016000,SOXL,20230518,1,3.64
SOXL  240119P00017000,SOXL,20230309,1,5.23
SOXL  240119P00017000,SOXL,20230309,2,5.23
SOXL  240119P00017000,SOXL,20230310,-1,6.16
SOXL  240119P00017000,SOXL,20230315,-1,6.22
SOXL  240119P00017000,SOXL,20230504,-1,5.9
SOXL  240119P00018000,SOXL,20230222,-1,7.04
SOXL  240119P00018000,SOXL,20230314,1,6.44
SOXL  240119P00018000,SOXL,20230522,-1,4.57
SOXL  240119P00018000,SOXL,20230526,1,3.76
SOXL  240119P00020000,SOXL,20230131,-1,8.09
SOXL  240119P00020000,SOXL,20230201,-1,7.56
SOXL  240119P00020000,SOXL,20230210,-1,7.75
SOXL  240119P00020000,SOXL,20230322,1,6.88
SOXL  240119P00020000,SOXL,20230323,1,6.58
SOXL  240119P00020000,SOXL,20230329,1,6.68
SOXL  240119P00025000,SOXL,20230321,-1,10.81
SOXL  240119P00025000,SOXL,20230323,1,10.3
SOXL  240119P00030000,SOXL,20230216,-1,14.53
SOXL  240119P00030000,SOXL,20230323,1,14.25
SOXL  250117C00014000,SOXL,20230421,-1,6.41
SOXL  250117C00015000,SOXL,20230412,-1,6.73
SOXL  250117C00016000,SOXL,20230405,-1,6.8
SOXL  250117C00017000,SOXL,20230321,1,7.53
SOXL  250117C00017000,SOXL,20230321,1,7.45
SOXL  250117C00017000,SOXL,20230323,1,8.07
SOXL  250117C00017000,SOXL,20230330,-1,8.28
SOXL  250117C00018000,SOXL,20230322,1,7.33
SOXL  250117C00019000,SOXL,20230323,1,7.74
SOXL  250117C00020000,SOXL,20230321,-1,6.48
SOXL  250117C00020000,SOXL,20230321,-1,6.4
SOXL  250117C00020000,SOXL,20230323,-1,7.09
SOXL  250117C00020000,SOXL,20230323,-1,7.28
SOXL  250117C00020000,SOXL,20230323,1,6.64
SOXL  250117C00021000,SOXL,20230322,-1,6.42
SOXL  250117C00022000,SOXL,20230330,1,6.7
SOXL  250117C00023000,SOXL,20230330,-1,6.41
SOXL  250117C00024000,SOXL,20230525,-1,6.17
SOXL  250117C00025000,SOXL,20230313,-1,3.67
SOXL  250117C00025000,SOXL,20230314,-2,4.38
SOXL  250117C00025000,SOXL,20230425,1,3.46
SOXL  250117C00025000,SOXL,20230526,-1,6.86
SOXL  250117C00035000,SOXL,20230526,-1,5.7
SOXL  250117P00014000,SOXL,20230511,-1,5.36
SOXL  250117P00014000,SOXL,20230526,1,3.96
SOXL  250117P00017000,SOXL,20230322,-1,6.8
SOXL  250117P00017000,SOXL,20230615,1,4.58
SOXL  250117P00018000,SOXL,20230322,1,7.45
SOXL  250117P00018000,SOXL,20230428,-1,7.95
SOXL  250117P00020000,SOXL,20230324,-1,9.21
SOXL  250117P00020000,SOXL,20230421,-1,9.23
SOXL  250117P00021000,SOXL,20230330,-1,8.99
SOXL  250117P00025000,SOXL,20230323,-1,12.12
SOXL  250117P00030000,SOXL,20230323,-1,15.91
TQQQ  230224C00021000,TQQQ,20230124,1,2.21
TQQQ  230224C00021000,TQQQ,20230127,-1,2.88
TQQQ  230224C00021000,TQQQ,20230127,1,2.97
TQQQ  230224C00021000,TQQQ,20230127,-1,3.09
TQQQ  230224P00021000,TQQQ,20230127,-1,0.94
TQQQ  230224P00021000,TQQQ,20230127,1,0.9
TQQQ  230224P00022000,TQQQ,20230124,1,1.87
TQQQ  230224P00022000,TQQQ,20230127,-1,1.15
TQQQ  230224P00025000,TQQQ,20230127,1,2.94
TQQQ  230224P00025000,TQQQ,20230202,-1,1.1
TQQQ  230224P00026000,TQQQ,20230202,1,1.5
TQQQ  230224P00026000,TQQQ,20230210,-1,3.02
TQQQ  230602P00028000,TQQQ,20230505,1,1.5
TQQQ  230602P00028000,TQQQ,20230515,-1,0.87
TQQQ  230602P00029000,TQQQ,20230515,1,1.25
TQQQ  230602P00029000,TQQQ,20230516,-1,1.03
TQQQ  230602P00029500,TQQQ,20230516,1,1.24
TQQQ  230602P00029500,TQQQ,20230517,-1,0.95
TQQQ  230602P00030000,TQQQ,20230517,1,1.16
TQQQ  230602P00030000,TQQQ,20230524,-1,1.08
TQQQ  230714P00036000,TQQQ,20230615,-1,0.85
TQQQ  230714P00040000,TQQQ,20230615,1,2.08
TQQQ  240119C00023000,TQQQ,20230308,1,5.63
TQQQ  240119C00023000,TQQQ,20230526,-1,13.9
TQQQ  240119C00024000,TQQQ,20230308,-1,5.14
TQQQ  240119C00024000,TQQQ,20230526,1,13.21
TQQQ  240119C00027000,TQQQ,20230405,1,6.02
TQQQ  240119P00018000,TQQQ,20230127,-1,3.02
TQQQ  240119P00018000,TQQQ,20230314,1,3.2
TQQQ  240119P00023000,TQQQ,20230308,-1,5.15
TQQQ  240119P00024000,TQQQ,20230308,1,5.7
TQQQ  250117C00027000,TQQQ,20230405,-1,8.66
